awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,prize_links,category,categoryFullName,motivation,topMotivation,laureates.id,gender,laureate_links,knownName,givenName,familyName,fullName,birth.date,birth.place.city,birth.place.country,birth.place.cityNow,birth.place.countryNow,birth.place.continent,birth.place.locationString,death.date,death.place.city,death.place.country,death.place.cityNow,death.place.countryNow,death.place.continent,death.place.locationString,affiliation.1.name,affiliation.1.nameNow,affiliation.1.city,affiliation.1.country,affiliation.1.cityNow,affiliation.1.countryNow,affiliation.1.locationString,affiliation.2.name,affiliation.2.nameNow,affiliation.2.city,affiliation.2.country,affiliation.2.cityNow,affiliation.2.countryNow,affiliation.2.locationString,affiliation.3.name,affiliation.3.nameNow,affiliation.3.locationString,affiliation.3.city,affiliation.3.country,affiliation.3.cityNow,affiliation.3.countryNow,affiliation.4.name,affiliation.4.nameNow,affiliation.4.city,affiliation.4.country,affiliation.4.cityNow,affiliation.4.countryNow,affiliation.4.locationString,residence.1.country,residence.1.countryNow,residence.1.locationString,residence.1.city,residence.1.cityNow,residence.2.country,residence.2.countryNow,residence.2.locationString,acronym,orgName,founded.year,founded.place.city,founded.place.country,founded.place.cityNow,founded.place.countryNow,founded.place.continent,founded.place.locationString,nativeName,penName,foundedCountry,foundedCountryNow,foundedContinent
1980,1,1/3,1980-10-10,received,880000,2942067,https://www.nobelprize.org/prizes/medicine/1980/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,,419,male,https://www.nobelprize.org/laureate/419,Baruj Benacerraf,Baruj,Benacerraf,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Caracas,Venezuela,South America,"Caracas, Venezuela",2011-08-02,"Boston, MA",USA,"Boston, MA",USA,North America,"Boston, MA, USA",Harvard Medical School,Harvard Medical School,"Boston, MA",USA,"Boston, MA",USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,3,1/3,1980-10-10,received,880000,2942067,https://www.nobelprize.org/prizes/medicine/1980/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,,421,male,https://www.nobelprize.org/laureate/421,George D. Snell,George D.,Snell,George D. Snell,1903-12-19,"Bradford, MA",USA,"Bradford, MA",USA,North America,"Bradford, MA, USA",1996-06-06,"Bar Harbor, ME",USA,"Bar Harbor, ME",USA,North America,"Bar Harbor, ME, USA",Jackson Laboratory,Jackson Laboratory,"Bar Harbor, ME",USA,"Bar Harbor, ME",USA,"Bar Harbor, ME, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,1/3,1980-10-10,received,880000,2942067,https://www.nobelprize.org/prizes/medicine/1980/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,,420,male,https://www.nobelprize.org/laureate/420,Jean Dausset,Jean,Dausset,Jean Dausset,1916-10-19,Toulouse,France,Toulouse,France,Europe,"Toulouse, France",2009-06-06,"Palma, Majorca",Spain,"Palma, Majorca",Spain,Europe,"Palma, Majorca, Spain","Université de Paris, Laboratoire Immuno-Hématologie","Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,Yugoslavia,,Yugoslavia (now N/A),,,,,,,,,,,,,,,,,,,
1981,1,1/2,1981-10-19,received,1000000,2982813,https://www.nobelprize.org/prizes/chemistry/1981/summary/,Chemistry,The Nobel Prize in Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",,257,male,https://www.nobelprize.org/laureate/257,Kenichi Fukui,Kenichi,Fukui,Kenichi Fukui,1918-10-04,Nara,Japan,Nara,Japan,Asia,"Nara, Japan",1998-01-09,Kyoto,Japan,Kyoto,Japan,Asia,"Kyoto, Japan",Kyoto University,Kyoto University,Kyoto,Japan,Kyoto,Japan,"Kyoto, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,2,1/2,1981-10-19,received,1000000,2982813,https://www.nobelprize.org/prizes/chemistry/1981/summary/,Chemistry,The Nobel Prize in Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",,258,male,https://www.nobelprize.org/laureate/258,Roald Hoffmann,Roald,Hoffmann,Roald Hoffmann,1937-07-18,Zloczov,Poland,Zloczov,Ukraine,Europe,"Zloczov, Poland (now Ukraine)",,,,,,,,Cornell University,Cornell University,"Ithaca, NY",USA,"Ithaca, NY",USA,"Ithaca, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1,1,1981-10-13,received,1000000,2982813,https://www.nobelprize.org/prizes/economic-sciences/1981/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",,695,male,https://www.nobelprize.org/laureate/695,James Tobin,James,Tobin,James Tobin,1918-03-05,"Champaign, IL",USA,"Champaign, IL",USA,North America,"Champaign, IL, USA",2002-03-11,"New Haven, CT",USA,"New Haven, CT",USA,North America,"New Haven, CT, USA",Yale University,Yale University,"New Haven, CT",USA,"New Haven, CT",USA,"New Haven, CT, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1,1,,received,1000000,2982813,https://www.nobelprize.org/prizes/literature/1981/summary/,Literature,The Nobel Prize in Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power",,658,male,https://www.nobelprize.org/laureate/658,Elias Canetti,Elias,Canetti,Elias Canetti,1905-07-25,Ruse,Bulgaria,Ruse,Bulgaria,Europe,"Ruse, Bulgaria",1994-08-14,Zurich,Switzerland,Zurich,Switzerland,Europe,"Zurich, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greece,Greece,Greece,,,,,,,,,,,,,,,,,,,
1981,1,1,1981-10-14,received,1000000,2982813,https://www.nobelprize.org/prizes/peace/1981/summary/,Peace,The Nobel Peace Prize,for promoting the fundamental rights of refugees,,515,,https://www.nobelprize.org/laureate/515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNHCR,Office of the United Nations High Commissioner for Refugees,1950,Geneva,Switzerland,Geneva,Switzerland,Europe,"Geneva, Switzerland",Office of the United Nations High Commissioner for Refugees,,,,
1981,2,1/4,1981-10-19,received,1000000,2982813,https://www.nobelprize.org/prizes/physics/1981/summary/,Physics,The Nobel Prize in Physics,for their contribution to the development of laser spectroscopy,,119,male,https://www.nobelprize.org/laureate/119,Arthur L. Schawlow,Arthur L.,Schawlow,Arthur Leonard Schawlow,1921-05-05,"Mount Vernon, NY",USA,"Mount Vernon, NY",USA,North America,"Mount Vernon, NY, USA",1999-04-28,"Palo Alto, CA",USA,"Palo Alto, CA",USA,North America,"Palo Alto, CA, USA",Stanford University,Stanford University,"Stanford, CA",USA,"Stanford, CA",USA,"Stanford, CA, USA",,,,,,,,,,,,,,,,,,,,,,Switzerland,Switzerland,Switzerland,,,,,,,,,,,,,,,,,,,
1981,3,1/2,1981-10-19,received,1000000,2982813,https://www.nobelprize.org/prizes/physics/1981/summary/,Physics,The Nobel Prize in Physics,for his contribution to the development of high-resolution electron spectroscopy,,120,male,https://www.nobelprize.org/laureate/120,Kai M. Siegbahn,Kai M.,Siegbahn,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Lund,Sweden,Europe,"Lund, Sweden",2007-07-20,Ängelholm,Sweden,Ängelholm,Sweden,Europe,"Ängelholm, Sweden",Uppsala University,Uppsala University,Uppsala,Sweden,Uppsala,Sweden,"Uppsala, Sweden",,,,,,,,,,,,,,,,,,,,,,Germany,Germany,Germany,,,,,,,,,,,,,,,,,,,
1981,1,1/4,1981-10-19,received,1000000,2982813,https://www.nobelprize.org/prizes/physics/1981/summary/,Physics,The Nobel Prize in Physics,for their contribution to the development of laser spectroscopy,,118,male,https://www.nobelprize.org/laureate/118,Nicolaas Bloembergen,Nicolaas,Bloembergen,Nicolaas Bloembergen,1920-03-11,Dordrecht,the Netherlands,Dordrecht,the Netherlands,Europe,"Dordrecht, the Netherlands",2017-09-05,"Tucson, AZ",USA,"Tucson, AZ",USA,North America,"Tucson, AZ, USA",Harvard University,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,2,1/4,1981-10-09,received,1000000,2982813,https://www.nobelprize.org/prizes/medicine/1981/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning information processing in the visual system,,423,male,https://www.nobelprize.org/laureate/423,David H. Hubel,David H.,Hubel,David H. Hubel,1926-02-27,"Windsor, ON",Canada,"Windsor, ON",Canada,North America,"Windsor, ON, Canada",2013-09-22,"Lincoln, MA",USA,"Lincoln, MA",USA,North America,"Lincoln, MA, USA",Harvard Medical School,Harvard Medical School,"Boston, MA",USA,"Boston, MA",USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,,,,,South Africa,South Africa,South Africa,,,,,,,,,,,,,,,,,,,
1981,1,1/2,1981-10-09,received,1000000,2982813,https://www.nobelprize.org/prizes/medicine/1981/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,,422,male,https://www.nobelprize.org/laureate/422,Roger W. Sperry,Roger W.,Sperry,Roger W. Sperry,1913-08-20,"Hartford, CT",USA,"Hartford, CT",USA,North America,"Hartford, CT, USA",1994-04-17,"Pasadena, CA",USA,"Pasadena, CA",USA,North America,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,3,1/4,1981-10-09,received,1000000,2982813,https://www.nobelprize.org/prizes/medicine/1981/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning information processing in the visual system,,424,male,https://www.nobelprize.org/laureate/424,Torsten N. Wiesel,Torsten N.,Wiesel,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Uppsala,Sweden,Europe,"Uppsala, Sweden",,,,,,,,Harvard Medical School,Harvard Medical School,"Boston, MA",USA,"Boston, MA",USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1,1982-10-18,received,1150000,3158777,https://www.nobelprize.org/prizes/chemistry/1982/summary/,Chemistry,The Nobel Prize in Chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,,259,male,https://www.nobelprize.org/laureate/259,Aaron Klug,Aaron,Klug,Aaron Klug,1926-08-11,Zelvas,Lithuania,Zelvas,Lithuania,Europe,"Zelvas, Lithuania",2018-11-20,,,,,,,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1,1982-10-20,received,1150000,3158777,https://www.nobelprize.org/prizes/economic-sciences/1982/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",,696,male,https://www.nobelprize.org/laureate/696,George J. Stigler,George J.,Stigler,George J. Stigler,1911-01-17,"Renton, WA",USA,"Renton, WA",USA,North America,"Renton, WA, USA",1991-12-01,"Chicago, IL",USA,"Chicago, IL",USA,North America,"Chicago, IL, USA",University of Chicago,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,"Chicago, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1,,received,1150000,3158777,https://www.nobelprize.org/prizes/literature/1982/summary/,Literature,The Nobel Prize in Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",,659,male,https://www.nobelprize.org/laureate/659,Gabriel García Márquez,Gabriel,García Márquez,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Aracataca,Colombia,South America,"Aracataca, Colombia",2014-04-17,Mexico City,Mexico,Mexico City,Mexico,North America,"Mexico City, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,2,1/2,1982-10-13,received,1150000,3158777,https://www.nobelprize.org/prizes/peace/1982/summary/,Peace,The Nobel Peace Prize,for their work for disarmament and nuclear and weapon-free zones,,544,male,https://www.nobelprize.org/laureate/544,Alfonso García Robles,Alfonso,García Robles,Alfonso García Robles,1911-03-20,Zamora,Mexico,Zamora,Mexico,North America,"Zamora, Mexico",1991-09-02,Mexico City,Mexico,Mexico City,Mexico,North America,"Mexico City, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1/2,1982-10-13,received,1150000,3158777,https://www.nobelprize.org/prizes/peace/1982/summary/,Peace,The Nobel Peace Prize,for their work for disarmament and nuclear and weapon-free zones,,543,female,https://www.nobelprize.org/laureate/543,Alva Myrdal,Alva,Myrdal,Alva Myrdal,1902-01-31,Uppsala,Sweden,Uppsala,Sweden,Europe,"Uppsala, Sweden",1986-02-01,Stockholm,Sweden,Stockholm,Sweden,Europe,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1,1982-10-18,received,1150000,3158777,https://www.nobelprize.org/prizes/physics/1982/summary/,Physics,The Nobel Prize in Physics,for his theory for critical phenomena in connection with phase transitions,,121,male,https://www.nobelprize.org/laureate/121,Kenneth G. Wilson,Kenneth G.,Wilson,Kenneth G. Wilson,1936-06-08,"Waltham, MA",USA,"Waltham, MA",USA,North America,"Waltham, MA, USA",2013-06-15,"Saco, ME",USA,"Saco, ME",USA,North America,"Saco, ME, USA",Cornell University,Cornell University,"Ithaca, NY",USA,"Ithaca, NY",USA,"Ithaca, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,2,1/3,1982-10-11,received,1150000,3158777,https://www.nobelprize.org/prizes/medicine/1982/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,,426,male,https://www.nobelprize.org/laureate/426,Bengt I. Samuelsson,Bengt I.,Samuelsson,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Halmstad,Sweden,Europe,"Halmstad, Sweden",,,,,,,,Karolinska Institutet,Karolinska Institutet,Stockholm,Sweden,Stockholm,Sweden,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,Australia,Australia,"Perth, Australia",Perth,Perth,,,,,,,,,,,,,,,,,
1982,3,1/3,1982-10-11,received,1150000,3158777,https://www.nobelprize.org/prizes/medicine/1982/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,,427,male,https://www.nobelprize.org/laureate/427,John R. Vane,John R.,Vane,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Tardebigg,United Kingdom,Europe,"Tardebigg, United Kingdom",2004-11-19,Farnborough,United Kingdom,Farnborough,United Kingdom,Europe,"Farnborough, United Kingdom",The Wellcome Research Laboratories,The Wellcome Research Laboratories,Beckenham,United Kingdom,Beckenham,United Kingdom,"Beckenham, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1,1/3,1982-10-11,received,1150000,3158777,https://www.nobelprize.org/prizes/medicine/1982/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,,425,male,https://www.nobelprize.org/laureate/425,Sune K. Bergström,Sune K.,Bergström,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Stockholm,Sweden,Europe,"Stockholm, Sweden",2004-08-15,Stockholm,Sweden,Stockholm,Sweden,Europe,"Stockholm, Sweden",Karolinska Institutet,Karolinska Institutet,Stockholm,Sweden,Stockholm,Sweden,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1,1983-10-19,received,1500000,3782695,https://www.nobelprize.org/prizes/chemistry/1983/summary/,Chemistry,The Nobel Prize in Chemistry,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",,260,male,https://www.nobelprize.org/laureate/260,Henry Taube,Henry,Taube,Henry Taube,1915-11-30,Neudorf,Canada,Neudorf,Canada,North America,"Neudorf, Canada",2005-11-16,"Stanford, CA",USA,"Stanford, CA",USA,North America,"Stanford, CA, USA",Stanford University,Stanford University,"Stanford, CA",USA,"Stanford, CA",USA,"Stanford, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1,1983-10-17,received,1500000,3782695,https://www.nobelprize.org/prizes/economic-sciences/1983/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,,697,male,https://www.nobelprize.org/laureate/697,Gerard Debreu,Gerard,Debreu,Gerard Debreu,1921-07-04,Calais,France,Calais,France,Europe,"Calais, France",2004-12-31,Paris,France,Paris,France,Europe,"Paris, France",University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1,,received,1500000,3782695,https://www.nobelprize.org/prizes/literature/1983/summary/,Literature,The Nobel Prize in Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",,660,male,https://www.nobelprize.org/laureate/660,William Golding,William,Golding,William Golding,1911-09-19,St. Columb Minor,United Kingdom,St. Columb Minor,United Kingdom,Europe,"St. Columb Minor, United Kingdom",1993-06-19,Perranarworthal,United Kingdom,Perranarworthal,United Kingdom,Europe,"Perranarworthal, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1,1983-10-05,received,1500000,3782695,https://www.nobelprize.org/prizes/peace/1983/summary/,Peace,The Nobel Peace Prize,for non-violent struggle for free trade unions and human rights in Poland,,545,male,https://www.nobelprize.org/laureate/545,Lech Walesa,Lech,Walesa,Lech Walesa,1943-09-29,Popowo,Poland,Popowo,Poland,Europe,"Popowo, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1/2,1983-10-19,received,1500000,3782695,https://www.nobelprize.org/prizes/physics/1983/summary/,Physics,The Nobel Prize in Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,,122,male,https://www.nobelprize.org/laureate/122,Subramanyan Chandrasekhar,Subramanyan,Chandrasekhar,Subramanyan Chandrasekhar,1910-10-19,Lahore,India,Lahore,Pakistan,Asia,"Lahore, India (now Pakistan)",1995-08-21,"Chicago, IL",USA,"Chicago, IL",USA,North America,"Chicago, IL, USA",University of Chicago,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,"Chicago, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,1/2,1983-10-19,received,1500000,3782695,https://www.nobelprize.org/prizes/physics/1983/summary/,Physics,The Nobel Prize in Physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,,123,male,https://www.nobelprize.org/laureate/123,William A. Fowler,William A.,Fowler,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",USA,"Pittsburgh, PA",USA,North America,"Pittsburgh, PA, USA",1995-03-14,"Pasadena, CA",USA,"Pasadena, CA",USA,North America,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,East Timor,East Timor,East Timor,,,,,,,,,,,,,,,,,,,
1983,1,1,,received,1500000,3782695,https://www.nobelprize.org/prizes/medicine/1983/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for her discovery of mobile genetic elements,,428,female,https://www.nobelprize.org/laureate/428,Barbara McClintock,Barbara,McClintock,Barbara McClintock,1902-06-16,"Hartford, CT",USA,"Hartford, CT",USA,North America,"Hartford, CT, USA",1992-09-02,"Huntington, NY",USA,"Huntington, NY",USA,North America,"Huntington, NY, USA",Cold Spring Harbor Laboratory,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",USA,"Cold Spring Harbor, NY",USA,"Cold Spring Harbor, NY, USA",,,,,,,,,,,,,,,,,,,,,,Spain,Spain,Spain,,,,,,,,,,,,,,,,,,,
1984,1,1,1984-10-17,received,1650000,3850672,https://www.nobelprize.org/prizes/chemistry/1984/summary/,Chemistry,The Nobel Prize in Chemistry,for his development of methodology for chemical synthesis on a solid matrix,,261,male,https://www.nobelprize.org/laureate/261,Bruce Merrifield,Bruce,Merrifield,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",USA,"Fort Worth, TX",USA,North America,"Fort Worth, TX, USA",2006-05-14,"Cresskill, NJ",USA,"Cresskill, NJ",USA,North America,"Cresskill, NJ, USA",Rockefeller University,Rockefeller University,"New York, NY",USA,"New York, NY",USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,1,1984-10-18,received,1650000,3850672,https://www.nobelprize.org/prizes/economic-sciences/1984/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,,698,male,https://www.nobelprize.org/laureate/698,Richard Stone,Richard,Stone,Richard Stone,1913-08-30,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",1991-12-06,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,1,,received,1650000,3850672,https://www.nobelprize.org/prizes/literature/1984/summary/,Literature,The Nobel Prize in Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",,661,male,https://www.nobelprize.org/laureate/661,Jaroslav Seifert,Jaroslav,Seifert,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary,Prague,Czech Republic,Europe,"Prague, Austria-Hungary (now Czech Republic)",1986-01-10,Prague,Czechoslovakia,Prague,Czech Republic,Europe,"Prague, Czechoslovakia (now Czech Republic)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poland,Poland,"Wroclaw, Poland",Wroclaw,Wroclaw,,,,,,,,,,,,,,,,,
1984,1,1,1984-10-05,received,1650000,3850672,https://www.nobelprize.org/prizes/peace/1984/summary/,Peace,The Nobel Peace Prize,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,,546,male,https://www.nobelprize.org/laureate/546,Desmond Tutu,Desmond,Tutu,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Klerksdorp,South Africa,Africa,"Klerksdorp, South Africa",2021-12-26,Cape Town,South Africa,Cape Town,South Africa,Africa,"Cape Town, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,1/2,1984-10-17,received,1650000,3850672,https://www.nobelprize.org/prizes/physics/1984/summary/,Physics,The Nobel Prize in Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",,124,male,https://www.nobelprize.org/laureate/124,Carlo Rubbia,Carlo,Rubbia,Carlo Rubbia,1934-03-31,Gorizia,Italy,Gorizia,Italy,Europe,"Gorizia, Italy",,,,,,,,CERN,CERN,Geneva,Switzerland,Geneva,Switzerland,"Geneva, Switzerland",,,,,,,,,,,,,,,,,,,,,,Argentina,Argentina,Argentina,,,,,,,,,,,,,,,,,,,
1984,2,1/2,1984-10-17,received,1650000,3850672,https://www.nobelprize.org/prizes/physics/1984/summary/,Physics,The Nobel Prize in Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",,125,male,https://www.nobelprize.org/laureate/125,Simon van der Meer,Simon,van der Meer,Simon van der Meer,1925-11-24,the Hague,the Netherlands,the Hague,the Netherlands,Europe,"the Hague, the Netherlands",2011-03-04,Geneva,Switzerland,Geneva,Switzerland,Europe,"Geneva, Switzerland",CERN,CERN,Geneva,Switzerland,Geneva,Switzerland,"Geneva, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,3,1/3,,received,1650000,3850672,https://www.nobelprize.org/prizes/medicine/1984/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,,431,male,https://www.nobelprize.org/laureate/431,César Milstein,César,Milstein,César Milstein,1927-10-08,Bahia Blanca,Argentina,Bahia Blanca,Argentina,South America,"Bahia Blanca, Argentina",2002-03-24,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,2,1/3,,received,1650000,3850672,https://www.nobelprize.org/prizes/medicine/1984/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,,430,male,https://www.nobelprize.org/laureate/430,Georges J.F. Köhler,Georges J.F.,Köhler,Georges J.F. Köhler,1946-04-17,Munich,Germany,Munich,Germany,Europe,"Munich, Germany",1995-03-01,Freiburg im Breisgau,Germany,Freiburg im Breisgau,Germany,Europe,"Freiburg im Breisgau, Germany",Basel Institute for Immunology,Basel Institute for Immunology,Basel,Switzerland,Basel,Switzerland,"Basel, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1,1/3,,received,1650000,3850672,https://www.nobelprize.org/prizes/medicine/1984/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,,429,male,https://www.nobelprize.org/laureate/429,Niels K. Jerne,Niels K.,Jerne,Niels K. Jerne,1911-12-23,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",1994-10-07,Castillon-du-Gard,France,Castillon-du-Gard,France,Europe,"Castillon-du-Gard, France",Basel Institute for Immunology,Basel Institute for Immunology,Basel,Switzerland,Basel,Switzerland,"Basel, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
